section,section_id,section_sis_id,submitted,attempt,2253791: How many classes have you missed so far this quarter?,1.0,"2253792: If you had a choice, what is your ideal exam day?",1.0,"2253793: How would you rate the difficulty of the material in ""Part 2"" (Chapters 5-8)?",1.0,2253794: How would you rate the demands of theactivities?,1.0,"2253795: Not counting the time spent in class, on average how much time a week do you spend on STAT 202 outside of class (reading check, finishing activities, studying, etc.)",1.0,2253796: How would you rate the usefulness of the lecture slides?,1.0,2253797: What are your thoughts on the course website?,1.0,2253798: Which method do you usually use to complete the reading checks?,1.0,"2253799: I have had frequent ""loading issues"" with the reading checks (freezes and need to ""restart"" from beginning).",1.0,2253800: Provide your view on Aha Slides,1.0,2253801: Did you actually study for the exam?,1.0,2253802: How would you rate thedifficultyof Exam 2?,1.0,"2253803: How would you rate the fairness ofExam 2?
Fair means the material was covered in the course and you should be expected to know it.
(difficult does not mean the exam was unfair)",1.0,"2253804: If a future student were to ask the best way to study for an exam, what material would you suggest?",1.0,"2253805: Please provide any general thoughts or critiques you may have concerning the material (Chapter 5-8) and its use in class. If none, leave blank.
If you think that some of the material is stupid or worthless, then feel free to say so. However please indicate why you think it is stupid or worthless.
Similarly, if you think the material is wonderful and perfect, then feel free to say so. However please indicate why you think it is wonderful and perfect.
I rely on your feedback for improving this course for future students!",1.0,n correct,n incorrect,score
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 20:08:39 UTC,1,1 or 2,0.0,Wednesday,0.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Review Reading Checks,Practice Exam,Other",0.0,Lecture videos and going through specific problems was helpful when studying. ,0.0,6,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 19:31:17 UTC,1,1 or 2,0.0,Wednesday,0.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Reading Checks,Practice Exam",0.0,"",0.0,4,11,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:44:53 UTC,1,3 or 4,0.0,Friday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Don't care either way,0.0,Link,0.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,I just think it should be amended to say chapters 4-8 for the exam.,0.0,3,12,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:20:56 UTC,1,1 or 2,0.0,Wednesday,0.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Practice Exam",0.0,I think this class is great!,0.0,5,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 18:20:29 UTC,1,1 or 2,0.0,Monday,1.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,"",0.0,10,5,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:15:41 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,1 - Not useful (waste of time),0.0,Hate it - go back to Canvas,0.0,Posit Cloud,1.0,Frequent issue,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,Practice Exam,0.0,I think that posting the slides from class would be really useful in studying for exams. ,0.0,6,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:15:31 UTC,1,0,1.0,Monday,1.0,2 - Somewhat easy,0.0,2 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,End of Chapter Textbook Exercises,Practice Exam",0.0,"",0.0,8,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:15:22 UTC,1,0,1.0,Friday,0.0,2 - Somewhat easy,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,Practice Exam,Other",0.0,"",0.0,6,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:10:55 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,Practice Exam,0.0,I think the practice exam is a lot easier than the actual exam. It should be more equal. The conceptual questions are very detail based,0.0,6,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:07:44 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"Review Reading Checks,Practice Exam",0.0,I think the material was very useful and taught well. No complaints.,0.0,8,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:07:27 UTC,1,1 or 2,0.0,Wednesday,0.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Link,0.0,No,1.0,No opinion on Aha Slides,0.0,Not as much as I should have,0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,Practice Exam",0.0,"",0.0,3,12,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:07:12 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"The material is good, it was a little confusing because we learned about sampling after the regressions and i feel like I would have understood better if we learned about sampling first because then it would have made it easier to understand examples and when you apply different regression models. ",0.0,10,5,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:07:08 UTC,1,3 or 4,0.0,Friday,0.0,5 - Very difficult,1.0,4 -,0.0,7 or more hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Not as much as I should have,0.0,5 - Very difficult,1.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"",0.0,7,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:04:27 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,Practice Exam",0.0,"",0.0,6,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:03:31 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"",0.0,8,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 18:03:18 UTC,1,1 or 2,0.0,Monday,1.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Not as much as I should have,0.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,Review Reading Checks,0.0,I think the material for these chapters was useful and well-organized.,0.0,7,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 17:56:49 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Not as much as I should have,0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,"",0.0,7,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 17:52:36 UTC,1,0,1.0,Wednesday,0.0,5 - Very difficult,1.0,4 -,0.0,5-7 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Not as much as I should have,0.0,5 - Very difficult,1.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"This chapter was way harder than the other chapter but I think I could've studied more, I will be retaking the exam. ",0.0,6,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 17:21:22 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,"Although I thought I would struggle in this class, I have surprised myself by succeeding so far. I felt confident about the exam. The one thing that I felt a bit unprepared for on the exam was actually looking at the output of summary() and analyzing the summary of the data. I wish we had had more practice with this on the activities.",0.0,9,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 17:06:14 UTC,1,1 or 2,0.0,Wednesday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,Practice Exam,0.0,I think that if there were more class slides related to specific concept questions that are like the exam that would be helpful. I also think that the zoom where Professor Sass went over the practice exam was very helpful.,0.0,3,12,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 16:53:33 UTC,1,1 or 2,0.0,Friday,0.0,5 - Very difficult,1.0,5 - Too demanding,1.0,3-5 hours,0.0,1 - Not useful (waste of time),0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,5 - Very difficult,1.0,2 - not fair,0.0,Review Activities,1.0,I believe the exam was unfair and it was extremely long. I spent 30 minutes on the multiple choice questions and opened the code part and it was so extended I was not able to finish the exam and that's why I got a terrible grade on the exam.,0.0,10,5,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 16:48:43 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"Review Activities,End of Chapter Textbook Exercises,Practice Exam",0.0,"I think there should be more review on concepts, rather than all application.",0.0,7,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 16:14:02 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"Review Activities,End of Chapter Textbook Exercises,Practice Exam",0.0,"I wish we spent more time going over the conceptual topics in chapters 7 and 8 because I had the most trouble with the conceptual questions on the real exam, although I did a lot better on the practice exam. ",0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 16:12:19 UTC,1,1 or 2,0.0,Wednesday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,Practice Exam,0.0,"",0.0,5,10,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 15:55:11 UTC,1,1 or 2,0.0,Wednesday,0.0,5 - Very difficult,1.0,4 -,0.0,3-5 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,5 - Very difficult,1.0,4 - fair,0.0,"Review Activities,Practice Exam",0.0,"",0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 15:47:20 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,Practice Exam",0.0,"",0.0,6,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 15:28:49 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Practice Exam,Other",0.0,"I thought the material was well designed, and I thought it was all worth learning. However, I did find that some of it didn't have much relation to other parts, which made discovering the big picture in a chapter a bit more confusing. I also think there could have been a bit more conversation about the difference between a basic and multiple regression, but overall I thought it was a good amount of material and it was well taught. ",0.0,9,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 15:18:04 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,Practice Exam",0.0,"",0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 15:16:14 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Not as much as I should have,0.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,I found going over the activities being very effective study strategy. ,0.0,5,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 15:06:14 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,4 -,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"I think going to class and getting in-person guidance while working on the activities is the most helpful thing, along with the practice exam. My only suggestion would be to put more questions on the practice exam or to point out which end-of-chapter exercises are the most beneficial to understanding a concept, just so students can get as much practice with the material as possible.",0.0,6,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 14:59:28 UTC,1,0,1.0,Monday,1.0,3 - Neither difficult nor easy,0.0,2 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Practice Exam,Other",0.0,"I genuinely believe this course is one of the best-designed courses I've taken at Northwestern (or in high school). All of the resources like the course site, the campuswire system, etc. make the course material accessible and easy to follow. The organization of the schedule is fantastic for someone like me with ADHD who might have difficulty doing that on my own if homework was simply announced in class verbally. The material covered has all proved extremely useful in finding work in research for me, and setting myself up for success in my research. The half-flipped classroom functions nicely, and makes homework manageable while also allowing me to fully understand the material with relative ease. Overall, I think the course is extremely well designed, and I'm quite happy I decided to take this course. Great job to the professors (and TAs) for the organization and curriculum design!",0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:51:51 UTC,1,5 or more,0.0,Monday,1.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Don't care either way,0.0,Link,0.0,1 - 3 times,0.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,Practice Exam,0.0,N/A,0.0,3,12,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:33:21 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,4 -,0.0,Don't care either way,0.0,Posit Cloud,1.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Not as much as I should have,0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,End of Chapter Textbook Exercises,Practice Exam",0.0,"",0.0,5,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:18:48 UTC,1,0,1.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,Practice Exam,0.0,"",0.0,9,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:16:05 UTC,1,1 or 2,0.0,Friday,0.0,5 - Very difficult,1.0,5 - Too demanding,1.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,4- Somewhat difficult,0.0,2 - not fair,0.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises",0.0,"I feel like the wording on some of the questions were weird, other then that it was good ",0.0,5,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:09:38 UTC,1,5 or more,0.0,Wednesday,0.0,5 - Very difficult,1.0,3 - Demands were about right,0.0,5-7 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,5 - Very difficult,1.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"",0.0,6,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:09:20 UTC,1,1 or 2,0.0,Wednesday,0.0,4- Somewhat difficult,0.0,4 -,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,5 - Very difficult,1.0,3 - Neither fair nor unfair,0.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,i think that i was having a harder time interpreting information this quarter and the more analytical side of it. ,0.0,6,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:09:01 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Practice Exam,Other",0.0,"",0.0,8,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:07:45 UTC,1,0,1.0,Friday,0.0,5 - Very difficult,1.0,4 -,0.0,5-7 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,No opinion on Aha Slides,0.0,Not as much as I should have,0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Reading Checks,Practice Exam",0.0,"Chapters 5 and 6 for the material of this exam were very difficult for me. I did not understand regression very well, which lead me to not do so well on this exam. However, I did not put as much time into studying as I should have because of my other midterms that I had to study for. I overestimated my understanding of these topics. I would just like for students in the future to be a little more prepared for the material in chapters 5 and 6 and to take it very serious.",0.0,5,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:04:44 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,2 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Review Activities,Practice Exam",0.0,"",0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:04:31 UTC,1,0,1.0,Monday,1.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises",0.0,No critiques.,0.0,9,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:02:52 UTC,1,0,1.0,Wednesday,0.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,2 - Somewhat easy,0.0,4 - fair,0.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,I really like the way this class is structured. I don't really have any complaints,0.0,5,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:01:31 UTC,1,1 or 2,0.0,Wednesday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,No opinion on Aha Slides,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Practice Exam,Other",0.0,"it was all very interesting, but i wish we had spent some time going over every part in class to put it together and compare/contrast each type of regression and what they entail.",0.0,7,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 14:00:01 UTC,1,0,1.0,Wednesday,0.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,No opinion on Aha Slides,0.0,Yes,1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,Practice Exam,0.0,"",0.0,6,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-27 13:57:53 UTC,1,0,1.0,Wednesday,0.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Link,0.0,1 - 3 times,0.0,Aha Slides provide no benefit to lecture,0.0,Yes,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,"",0.0,6,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-27 07:22:13 UTC,1,0,1.0,Friday,0.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud,1.0,No,1.0,Aha Slides makes lectures more engaging,1.0,Yes,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,.,0.0,8,7,1.0
