section,section_id,section_sis_id,submitted,attempt,"2253763: How would you rate the difficulty of the material in ""Part 1"" (Chapters 1-4)?",1.0,2253764: How would you rate the demands of theactivities?,1.0,"2253765: Not counting the time spent in class, on average how much time a week do you spend on STAT 202 outside of class (reading check, finishing activities, studying, etc.)",1.0,2253766: How would you rate the usefulness of the lecture slides?,1.0,2253767: What are your thoughts on the course website?,1.0,2253768: Which method do you usually use to complete reading checks?,1.0,"2253769: Have you experienced any technical difficulties with the reading checks (ie: completely freezes and need to click ""Start Over"" to get it to work)?",1.0,2253770: Provide your view on Aha Slides participation (can select multiple),1.0,"2253771: This class utilizes an active learning teaching style (partially flipped).
Provide your opinions on the teaching style.",1.0,2253772: How would you rate thedifficultyof Exam 1?,1.0,"2253773: How would you rate the fairness ofExam 1?
Fair means the material was covered in the course and you should be expected to know it.
(difficult does not mean the exam was unfair)",1.0,"2253774: Please provide any general thoughts or critiques you may have concerning the material (Chapter 1-4) and its use in class. If none, leave blank.
If you think that some of the material is stupid or worthless, then feel free to say so. However please indicate why you think it is stupid or worthless.
Similarly, if you think the material is wonderful and perfect, then feel free to say so. However please indicate why you think it is wonderful and perfect.
I rely on your feedback for improving this course for future students!",1.0,n correct,n incorrect,score
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 15:30:56 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"I was still confused about a few concepts that I feel were not fully gone over in the activities or didn't stick with me, and I felt you could reach the same goal by using different functions. It's hard to know exactly what is expected because it seems there is only one type of code that is correct when I think you could approach it in many ways. ",0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 15:20:58 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,3 - Neither fair nor unfair,0.0,"I would love to have activities graded much sooner so that I know where I did them wrongly and can talk to TAs earlier. I have many classes a quarter and I can't just keep re-checking when the solutions are posted and double checking to see when I should attend office hours, but I might have to considering how I didn't do well on the first exam. TA comments are helpful only if we get them earlier.",0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 15:05:07 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"I really enjoyed the first third of the course. The material was engaging, the professor was easy to follow, and the work was generally enjoyable.",0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 15:01:48 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,7 or more hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,I really like the structure of the class thus far and think it’s very organized in a way that makes sense to me! The website is very precise and well-organized and makes it a lot easier to be successful when everything is mapped out.,0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:26:48 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:16:13 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,I think the material is useful and we learn it in appropriately small chunks.  I like the reading checks and the practice they provide for creating code.,0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:16:04 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"I think the material and the course overall is wonderful and perfect. I know we only covered introductory level material at the moment, but I feel like balance inside and outside of the classroom is good. I'm not spending too much time to learn all of the topics and they are all important.",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:11:59 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"I have no feedback on the course materials, however, I believe that we should go back to doing reading checks before class. The deadline provided a motivation to read the textbook prior to class, which therefore helped me understand everything going on in the activities. Now that the deadline is after class, I began to prioritize other classes homework which are due earlier. This resulted in me not reading the textbook before class, leading to a sense of falling behind.",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:09:47 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:09:31 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,4 - fair,0.0,"",0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:07:21 UTC,1,1 - Very easy,0.0,4 -,0.0,1-3 hours,0.0,2 -,0.0,Don't care either way,0.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,2 - not fair,0.0,"I think the concepts taught in the course are useful for coding. I think the instructors need to spend more time identifying when to use the following codes

eval = FALSE

na.rm = TRUE

!is.na 

It was hard to differentiate their uses by myself",0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:05:00 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:04:57 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,I think we could go over standard deviation a bit more and it's relationship in the graphs. ,0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:04:54 UTC,1,5 - Very difficult,1.0,3 - Demands were about right,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,4 - fair,0.0,"Coding is super difficult and is not for everyone. I believe that it should be taken into consideration during the exam. Although, I really appreciate how the class is structured and have learned a lot so far.",0.0,8,4,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:04:53 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,3 - Neither fair nor unfair,0.0,"I've loved the learning style of this class. I feel like the way the reading checks and activities are organized make for a great way to consume content. In previous coding classes I felt like I took nothing away, but this time I can actually feel myself learning the language. ",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:04:36 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"I think the material is very useful!! I am not the biggest fan of needing to manually make the graphs and analyses (how some stats classes require), and I really enjoy how instead, this teaches tools of how to do that, and then focuses more on the analysis. I feel like this is good for more effective and in depth understanding, as well as allowing use of larger/more complex data sets than would be possible if manually making graphs.",0.0,8,4,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:04:22 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:03:53 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:03:45 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"I think one thing that would be helpful is posting annotated slides. When going back over the slides, there are some questions that are asked but don't get answered at any point. It would be nice to have those answers included!",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:03:44 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,"Aha slides provides no benefit to the lecture,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:03:28 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,4 -,0.0,Don't care either way,0.0,Posit Cloud Project,0.0,1-2 times,0.0,No opinion on Aha slides,0.0,Doesn't matter to me.,0.0,4- Somewhat difficult,0.0,4 - fair,0.0,This course is pretty fair. I am learning a lot about R too. ,0.0,1,11,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:03:16 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,Doesn't matter to me.,0.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"- the lecture slides are a good summary of the reading and are more concise, so I enjoy learning from them",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:03:11 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:03:09 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Don't care either way,0.0,app link,1.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,I think the material and use of it was fine.,0.0,4,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:02:47 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I think that the material is very useful and I don't have any complaints!,0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:02:35 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,5-7 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,4 - fair,0.0,"",0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:02:32 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,5-7 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:02:20 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:02:14 UTC,1,1 - Very easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:02:02 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 14:01:55 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 13:59:06 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Frequent issue,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,none,0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 13:45:38 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Don't care either way,0.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 06:00:24 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,I think the slides in class can be more in depth and explain more problems that are similar to the exam.,0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 04:29:39 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides provides no benefit to the lecture,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"I have been loving the course so far, the activities and the reading checks in conjunction with the website all feel very fluid and supportive of learning. I enjoy the in class lectures, although I feel they could be slightly shorter, as they are often repeating what I have already read. One area that has been frustrating has been the aha slides, the use of an active participation is nice, but the tool itself is often times frustrating. Many times during the lecture I would be following the slides on my computer and would miss the participation question, or sometimes would not be on the right participation slide on my end. ",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 04:11:54 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 03:42:43 UTC,1,3 - Neither difficult nor easy,0.0,5 - Too demanding,1.0,3-5 hours,0.0,4 -,0.0,Hate it - go back to Canvas,0.0,Posit Cloud Project,0.0,3-4 times,0.0,Aha slides provides no benefit to the lecture,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"I actually really like this course - it's my first time ever coding, and it's like solving puzzles. However, I would prefer to have some additional time to work on the activities in class, as certain parts do prove challenging and they take up a lot of time outside of class. I also would like to go over the most frequently missed questions on the exam, because while I did okay, I walked out thinking I'd knocked the ball out of the park...",0.0,2,10,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 03:15:32 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,"Aha slides provides no benefit to the lecture,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Material is wonderful and perfect

RCs help me preview and understand the content in class. Activities are a good way to check if you actually know the content. ",0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 03:15:01 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,I think the material was all really useful. Everything on the test was covered. I wish the questions at the end of the chapters and the learning checks had answers thought,0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 03:12:21 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"The only thing I have to suggest is providing us an appendix with all the functions we have learned and the kind of arguments they take, it would be very useful for consolidation.",0.0,7,5,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 02:54:11 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,7 or more hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,It would be helpful if we had more videos covering Chapters 3 and 4. Chapters 1 and 2 were easy but it slowly started to get more complicated towards the end of Chapter 3 and all of Chapter 4. ,0.0,7,5,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 02:18:06 UTC,1,2 - Somewhat easy,0.0,4 -,0.0,3-5 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides provides no benefit to the lecture,0.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 02:16:16 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,4 - fair,0.0,n/a,0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 01:58:00 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,4 -,0.0,Don't care either way,0.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"Overall, I've really enjoyed this class. At times a find the class to be a little challenging but providing the videos is very helpful in understanding the material. Great Job!",0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 01:33:35 UTC,1,2 - Somewhat easy,0.0,4 -,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Don't care either way,0.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 01:19:46 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,I think the material so far has been fine.,0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 01:03:21 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,4 - fair,0.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 01:02:50 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,5 - Very difficult,1.0,3 - Neither fair nor unfair,0.0,I think it was a good baseline for what we are going to cover in the class,0.0,6,6,1.0
